Order ID,Customer ID,Product ID,Product Name,Category,Sub-Category,Segment,Region,City,Country,Sales,Profit,Shipping Cost,Quantity,Order Date,Ship Date
2166,CUST1019,PROD5037,Pen,Stationery,Writing,Consumer,South,Chennai,India,329350,90808,129,5,2023-09-11,2023-09-16
2167,CUST1006,PROD5046,Keyboard,Electronics,Accessories,Corporate,South,Kolkata,India,543760,85126,445,10,2023-03-19,2023-03-25
2168,CUST1121,PROD5005,Notebook,Stationery,Paper,Home Office,West,Hyderabad,India,68149,19018,259,1,2023-10-24,2023-10-26
2169,CUST1008,PROD5013,Keyboard,Electronics,Accessories,Corporate,South,Hyderabad,India,53270,7841,311,1,2023-10-26,2023-11-02
2170,CUST1184,PROD5035,Printer,Electronics,Office Machines,Home Office,South,Delhi,India,155072,41097,410,8,2023-11-07,2023-11-13
2171,CUST1035,PROD5044,Pen,Stationery,Writing,Corporate,South,Chennai,India,70020,13518,108,1,2023-04-18,2023-04-24
2172,CUST1088,PROD5034,Headset,Electronics,Audio,Home Office,North,Delhi,India,478518,140455,415,6,2023-09-24,2023-10-01
2173,CUST1084,PROD5002,Headset,Electronics,Audio,Home Office,West,Kolkata,India,212534,41373,172,7,2023-02-07,2023-02-13
2174,CUST1078,PROD5029,Desk,Furniture,Office,Corporate,West,Hyderabad,India,220598,26737,305,7,2023-04-21,2023-04-28
2175,CUST1122,PROD5023,Monitor,Electronics,Displays,Home Office,South,Mumbai,India,61688,9081,476,1,2024-02-02,2024-02-05
2176,CUST1121,PROD5030,Monitor,Electronics,Displays,Home Office,West,Delhi,India,104314,25872,181,2,2024-01-09,2024-01-11
2177,CUST1100,PROD5013,Laptop,Electronics,Computers,Home Office,West,Kolkata,India,166672,25213,495,8,2023-01-06,2023-01-10
2178,CUST1127,PROD5024,Notebook,Stationery,Paper,Consumer,South,Hyderabad,India,233264,28439,397,8,2023-04-16,2023-04-22
2179,CUST1200,PROD5029,Pen,Stationery,Writing,Home Office,East,Mumbai,India,93575,6463,311,5,2024-01-22,2024-01-28
2180,CUST1039,PROD5009,Desk,Furniture,Office,Home Office,North,Mumbai,India,160364,34887,390,4,2023-05-11,2023-05-16
2181,CUST1184,PROD5043,Pen,Stationery,Writing,Consumer,South,Bangalore,India,37646,8876,200,7,2023-06-08,2023-06-13
2182,CUST1177,PROD5040,Desk,Furniture,Office,Home Office,West,Delhi,India,211070,19160,196,5,2023-01-01,2023-01-04
2183,CUST1156,PROD5008,Keyboard,Electronics,Accessories,Consumer,North,Delhi,India,221921,13622,158,7,2023-02-20,2023-02-24
2184,CUST1096,PROD5048,Headset,Electronics,Audio,Home Office,West,Bangalore,India,232323,35600,56,7,2023-08-21,2023-08-28
2185,CUST1196,PROD5044,Desk,Furniture,Office,Corporate,West,Bangalore,India,442548,49723,225,9,2023-09-26,2023-10-03
2186,CUST1145,PROD5035,Headset,Electronics,Audio,Home Office,East,Kolkata,India,62560,16506,63,1,2023-01-15,2023-01-17
2187,CUST1146,PROD5044,Notebook,Stationery,Paper,Consumer,North,Chennai,India,88232,9862,452,2,2023-02-27,2023-03-03
2188,CUST1119,PROD5041,Monitor,Electronics,Displays,Home Office,West,Chennai,India,30708,8016,270,1,2023-04-06,2023-04-09
2189,CUST1039,PROD5040,Printer,Electronics,Office Machines,Corporate,East,Delhi,India,24864,6289,416,7,2023-10-04,2023-10-07
2190,CUST1178,PROD5026,Monitor,Electronics,Displays,Home Office,West,Delhi,India,135594,24612,436,2,2023-12-05,2023-12-09
2191,CUST1047,PROD5030,Chair,Furniture,Office,Consumer,South,Kolkata,India,52746,12136,374,1,2023-06-10,2023-06-12
2192,CUST1035,PROD5036,Notebook,Stationery,Paper,Corporate,North,Hyderabad,India,27770,2271,328,2,2023-04-27,2023-05-03
2193,CUST1191,PROD5034,Mouse,Electronics,Accessories,Consumer,South,Hyderabad,India,267150,42164,83,6,2023-09-25,2023-09-30
2194,CUST1094,PROD5030,Headset,Electronics,Audio,Consumer,South,Chennai,India,30632,2503,230,7,2023-07-08,2023-07-11
2195,CUST1049,PROD5014,Printer,Electronics,Office Machines,Home Office,North,Delhi,India,98784,11915,122,6,2023-01-03,2023-01-07
2196,CUST1109,PROD5001,Pen,Stationery,Writing,Consumer,South,Delhi,India,92204,13758,68,7,2023-02-28,2023-03-05
2197,CUST1171,PROD5046,Desk,Furniture,Office,Consumer,East,Chennai,India,87192,14433,414,2,2023-01-31,2023-02-03
2198,CUST1094,PROD5007,Notebook,Stationery,Paper,Home Office,West,Delhi,India,60685,10086,421,1,2024-01-27,2024-02-01
2199,CUST1132,PROD5014,Notebook,Stationery,Paper,Home Office,South,Hyderabad,India,190794,43832,219,6,2023-05-16,2023-05-23
2200,CUST1179,PROD5047,Printer,Electronics,Office Machines,Consumer,South,Chennai,India,80024,12334,122,8,2024-01-07,2024-01-09
2201,CUST1099,PROD5029,Printer,Electronics,Office Machines,Corporate,East,Mumbai,India,416136,88738,321,7,2024-01-19,2024-01-21
2202,CUST1124,PROD5010,Monitor,Electronics,Displays,Home Office,West,Mumbai,India,10518,2119,148,2,2023-10-16,2023-10-22
2203,CUST1194,PROD5046,Notebook,Stationery,Paper,Home Office,North,Mumbai,India,291460,78815,358,10,2023-04-12,2023-04-17
2204,CUST1092,PROD5039,Laptop,Electronics,Computers,Corporate,West,Hyderabad,India,479540,76495,150,10,2023-02-20,2023-02-22
2205,CUST1130,PROD5045,Pen,Stationery,Writing,Consumer,East,Chennai,India,330882,74582,345,6,2023-05-29,2023-06-04
2206,CUST1179,PROD5029,Chair,Furniture,Office,Corporate,South,Bangalore,India,140524,21327,403,4,2024-02-03,2024-02-05
2207,CUST1153,PROD5006,Laptop,Electronics,Computers,Corporate,East,Bangalore,India,42193,7081,311,1,2024-01-28,2024-02-01
2208,CUST1167,PROD5011,Pen,Stationery,Writing,Corporate,West,Delhi,India,142286,34613,270,2,2023-02-13,2023-02-18
2209,CUST1056,PROD5014,Desk,Furniture,Office,Corporate,North,Delhi,India,91161,15642,153,7,2023-05-23,2023-05-29
2210,CUST1041,PROD5040,Printer,Electronics,Office Machines,Corporate,West,Mumbai,India,240080,26048,261,8,2023-04-26,2023-04-29
2211,CUST1117,PROD5037,Printer,Electronics,Office Machines,Corporate,North,Chennai,India,92580,21384,243,4,2023-01-07,2023-01-13
2212,CUST1137,PROD5018,Monitor,Electronics,Displays,Home Office,West,Chennai,India,108820,19538,97,10,2023-11-19,2023-11-22
2213,CUST1105,PROD5029,Mouse,Electronics,Accessories,Consumer,East,Hyderabad,India,28170,7061,188,2,2023-09-04,2023-09-09
2214,CUST1162,PROD5011,Monitor,Electronics,Displays,Corporate,West,Hyderabad,India,150776,24455,398,2,2024-01-17,2024-01-20
2215,CUST1192,PROD5040,Desk,Furniture,Office,Consumer,North,Mumbai,India,11877,1189,174,1,2023-06-03,2023-06-09
2216,CUST1150,PROD5016,Mouse,Electronics,Accessories,Corporate,West,Bangalore,India,243852,22519,386,7,2023-03-30,2023-04-06
2217,CUST1057,PROD5007,Headset,Electronics,Audio,Corporate,West,Hyderabad,India,226032,54212,341,4,2023-12-03,2023-12-07
2218,CUST1007,PROD5011,Headset,Electronics,Audio,Corporate,South,Delhi,India,64383,5658,401,1,2023-10-16,2023-10-22
2219,CUST1095,PROD5035,Keyboard,Electronics,Accessories,Corporate,East,Chennai,India,80640,19325,243,7,2023-01-02,2023-01-06
2220,CUST1197,PROD5002,Pen,Stationery,Writing,Home Office,North,Bangalore,India,466860,100160,174,6,2023-03-10,2023-03-14
2221,CUST1069,PROD5003,Keyboard,Electronics,Accessories,Home Office,South,Hyderabad,India,123014,30062,173,2,2024-01-25,2024-02-01
2222,CUST1003,PROD5014,Printer,Electronics,Office Machines,Corporate,West,Kolkata,India,4411,747,418,1,2024-01-21,2024-01-26
2223,CUST1146,PROD5009,Keyboard,Electronics,Accessories,Consumer,East,Kolkata,India,370432,20592,213,8,2023-01-14,2023-01-20
2224,CUST1156,PROD5034,Notebook,Stationery,Paper,Corporate,North,Bangalore,India,177108,23634,293,3,2023-03-18,2023-03-22
2225,CUST1042,PROD5039,Chair,Furniture,Office,Home Office,East,Bangalore,India,81090,20005,456,9,2023-01-02,2023-01-04
2226,CUST1070,PROD5024,Headset,Electronics,Audio,Corporate,West,Kolkata,India,150840,13167,122,4,2023-09-29,2023-10-06
2227,CUST1109,PROD5038,Printer,Electronics,Office Machines,Corporate,North,Chennai,India,96216,18589,77,6,2023-09-27,2023-10-04
2228,CUST1023,PROD5029,Headset,Electronics,Audio,Corporate,East,Bangalore,India,25402,3967,134,2,2023-04-06,2023-04-10
2229,CUST1063,PROD5044,Pen,Stationery,Writing,Consumer,East,Kolkata,India,553640,63462,111,10,2023-03-21,2023-03-28
2230,CUST1151,PROD5020,Laptop,Electronics,Computers,Home Office,North,Bangalore,India,106344,23391,245,4,2023-01-10,2023-01-17
2231,CUST1145,PROD5032,Chair,Furniture,Office,Corporate,South,Chennai,India,200766,10194,84,3,2023-08-23,2023-08-29
2232,CUST1175,PROD5024,Keyboard,Electronics,Accessories,Consumer,East,Chennai,India,134592,17562,425,3,2023-08-07,2023-08-11
2233,CUST1199,PROD5037,Mouse,Electronics,Accessories,Corporate,North,Kolkata,India,210546,25110,417,7,2023-11-20,2023-11-24
2234,CUST1148,PROD5020,Notebook,Stationery,Paper,Corporate,South,Mumbai,India,201468,51599,285,3,2023-02-22,2023-02-27
2235,CUST1018,PROD5031,Printer,Electronics,Office Machines,Consumer,East,Chennai,India,49412,13526,264,4,2023-11-28,2023-12-03
2236,CUST1077,PROD5032,Headset,Electronics,Audio,Consumer,South,Chennai,India,110789,7600,402,7,2023-08-20,2023-08-22
2237,CUST1074,PROD5010,Headset,Electronics,Audio,Home Office,West,Mumbai,India,317163,17377,171,7,2023-10-23,2023-10-26
2238,CUST1026,PROD5028,Headset,Electronics,Audio,Consumer,South,Mumbai,India,56414,14544,239,2,2023-04-10,2023-04-14
2239,CUST1045,PROD5026,Monitor,Electronics,Displays,Corporate,West,Delhi,India,389800,78986,487,8,2024-01-06,2024-01-11
2240,CUST1088,PROD5038,Desk,Furniture,Office,Consumer,South,Delhi,India,135720,39949,237,6,2023-11-03,2023-11-07
2241,CUST1194,PROD5038,Pen,Stationery,Writing,Corporate,North,Kolkata,India,41856,10943,251,6,2023-12-22,2023-12-26
2242,CUST1158,PROD5020,Keyboard,Electronics,Accessories,Home Office,East,Chennai,India,87260,23771,188,10,2023-09-11,2023-09-15
2243,CUST1006,PROD5028,Chair,Furniture,Office,Consumer,West,Bangalore,India,10110,2242,500,5,2023-10-31,2023-11-02
2244,CUST1188,PROD5030,Monitor,Electronics,Displays,Consumer,West,Bangalore,India,31907,8692,260,1,2023-01-02,2023-01-07
2245,CUST1140,PROD5033,Monitor,Electronics,Displays,Home Office,North,Mumbai,India,55848,5748,131,3,2023-04-13,2023-04-20
2246,CUST1028,PROD5005,Desk,Furniture,Office,Corporate,East,Bangalore,India,322080,33492,306,10,2023-04-07,2023-04-13
2247,CUST1022,PROD5028,Chair,Furniture,Office,Consumer,East,Mumbai,India,269268,51565,395,4,2023-01-02,2023-01-04
2248,CUST1002,PROD5043,Mouse,Electronics,Accessories,Home Office,East,Mumbai,India,686760,64038,264,10,2023-10-06,2023-10-12
2249,CUST1028,PROD5009,Laptop,Electronics,Computers,Corporate,South,Kolkata,India,317133,33879,101,9,2023-01-03,2023-01-10
2250,CUST1060,PROD5049,Printer,Electronics,Office Machines,Home Office,East,Bangalore,India,121689,35913,177,9,2024-01-07,2024-01-11
2251,CUST1026,PROD5012,Monitor,Electronics,Displays,Corporate,East,Chennai,India,94179,22272,318,3,2023-01-08,2023-01-14
2252,CUST1028,PROD5040,Desk,Furniture,Office,Consumer,South,Hyderabad,India,103957,5324,243,7,2023-10-01,2023-10-05
2253,CUST1083,PROD5029,Pen,Stationery,Writing,Home Office,South,Kolkata,India,581048,156271,291,8,2023-07-20,2023-07-22
2254,CUST1076,PROD5050,Desk,Furniture,Office,Home Office,West,Hyderabad,India,33412,2352,169,4,2023-07-12,2023-07-15
2255,CUST1052,PROD5049,Headset,Electronics,Audio,Home Office,West,Mumbai,India,233700,26094,153,6,2023-10-07,2023-10-13
2256,CUST1157,PROD5049,Laptop,Electronics,Computers,Consumer,North,Delhi,India,79124,13028,120,1,2023-11-26,2023-12-02
2257,CUST1155,PROD5031,Monitor,Electronics,Displays,Consumer,South,Mumbai,India,29610,4503,372,9,2023-03-09,2023-03-13
2258,CUST1154,PROD5019,Mouse,Electronics,Accessories,Corporate,South,Chennai,India,5406,1193,470,2,2023-09-18,2023-09-25
2259,CUST1117,PROD5008,Chair,Furniture,Office,Corporate,West,Chennai,India,295380,27323,63,4,2023-10-16,2023-10-18
2260,CUST1177,PROD5009,Printer,Electronics,Office Machines,Consumer,East,Kolkata,India,403074,22206,63,9,2023-01-20,2023-01-26
2261,CUST1089,PROD5048,Laptop,Electronics,Computers,Home Office,East,Delhi,India,51778,5682,472,1,2023-06-19,2023-06-21
2262,CUST1093,PROD5023,Laptop,Electronics,Computers,Consumer,South,Chennai,India,444594,97975,430,6,2023-05-17,2023-05-22
2263,CUST1016,PROD5008,Chair,Furniture,Office,Home Office,South,Delhi,India,494641,43959,205,7,2023-10-03,2023-10-08
2264,CUST1023,PROD5005,Desk,Furniture,Office,Home Office,East,Hyderabad,India,597924,135952,396,9,2023-10-10,2023-10-16
2265,CUST1017,PROD5016,Chair,Furniture,Office,Home Office,West,Delhi,India,145376,18439,371,8,2023-09-03,2023-09-08
2266,CUST1065,PROD5047,Mouse,Electronics,Accessories,Home Office,North,Bangalore,India,187404,40006,227,6,2023-06-26,2023-07-01
2267,CUST1050,PROD5033,Mouse,Electronics,Accessories,Corporate,South,Chennai,India,522830,151900,339,7,2023-08-16,2023-08-18
2268,CUST1185,PROD5022,Chair,Furniture,Office,Corporate,East,Bangalore,India,129350,33329,234,5,2023-07-31,2023-08-02
2269,CUST1079,PROD5001,Chair,Furniture,Office,Consumer,North,Chennai,India,64636,6328,241,2,2023-01-30,2023-02-04
2270,CUST1172,PROD5004,Monitor,Electronics,Displays,Home Office,South,Mumbai,India,99776,22798,117,2,2023-06-30,2023-07-03
2271,CUST1007,PROD5008,Pen,Stationery,Writing,Home Office,West,Bangalore,India,117061,26612,307,7,2023-02-26,2023-03-04
2272,CUST1094,PROD5049,Notebook,Stationery,Paper,Consumer,East,Kolkata,India,300342,54344,173,6,2023-12-06,2023-12-13
2273,CUST1117,PROD5004,Monitor,Electronics,Displays,Home Office,East,Hyderabad,India,8070,927,305,6,2023-07-30,2023-08-05
2274,CUST1085,PROD5040,Notebook,Stationery,Paper,Corporate,South,Bangalore,India,460160,90027,433,8,2023-10-05,2023-10-10
2275,CUST1044,PROD5036,Desk,Furniture,Office,Corporate,North,Bangalore,India,534006,45053,344,9,2023-01-10,2023-01-13
2276,CUST1067,PROD5042,Chair,Furniture,Office,Corporate,North,Bangalore,India,8967,1709,431,1,2023-02-12,2023-02-16
2277,CUST1047,PROD5033,Laptop,Electronics,Computers,Home Office,West,Chennai,India,156956,22910,479,4,2023-12-24,2023-12-29
2278,CUST1011,PROD5024,Pen,Stationery,Writing,Corporate,South,Mumbai,India,74226,12682,416,6,2023-02-12,2023-02-19
2279,CUST1084,PROD5008,Pen,Stationery,Writing,Home Office,North,Chennai,India,313952,82679,225,8,2024-01-31,2024-02-02
2280,CUST1151,PROD5037,Printer,Electronics,Office Machines,Home Office,West,Bangalore,India,303068,85875,188,4,2023-03-06,2023-03-09
2281,CUST1115,PROD5047,Headset,Electronics,Audio,Corporate,West,Hyderabad,India,209342,57794,247,7,2023-09-28,2023-10-05
2282,CUST1149,PROD5026,Printer,Electronics,Office Machines,Home Office,West,Chennai,India,4867,788,349,1,2023-11-24,2023-11-28
2283,CUST1008,PROD5047,Chair,Furniture,Office,Consumer,West,Delhi,India,447975,46583,399,9,2023-08-08,2023-08-13
2284,CUST1194,PROD5044,Pen,Stationery,Writing,Consumer,East,Bangalore,India,219196,49875,141,4,2023-01-20,2023-01-23
2285,CUST1183,PROD5029,Monitor,Electronics,Displays,Home Office,West,Kolkata,India,58251,16100,413,3,2023-06-15,2023-06-21
2286,CUST1128,PROD5008,Laptop,Electronics,Computers,Home Office,South,Chennai,India,313332,79185,298,4,2023-09-08,2023-09-14
2287,CUST1121,PROD5040,Headset,Electronics,Audio,Consumer,South,Bangalore,India,467960,99244,371,10,2023-04-07,2023-04-13
2288,CUST1040,PROD5050,Headset,Electronics,Audio,Home Office,East,Kolkata,India,97264,12008,407,8,2023-09-28,2023-10-04
2289,CUST1115,PROD5012,Pen,Stationery,Writing,Home Office,East,Chennai,India,607167,39707,71,9,2023-02-18,2023-02-24
2290,CUST1015,PROD5026,Pen,Stationery,Writing,Corporate,North,Hyderabad,India,9948,2303,108,3,2023-02-04,2023-02-08
2291,CUST1075,PROD5030,Desk,Furniture,Office,Consumer,South,Chennai,India,275792,36233,244,4,2023-09-21,2023-09-26
2292,CUST1027,PROD5037,Printer,Electronics,Office Machines,Consumer,South,Kolkata,India,56300,10606,322,5,2024-01-31,2024-02-04
2293,CUST1118,PROD5002,Headset,Electronics,Audio,Home Office,East,Bangalore,India,51547,12664,163,1,2023-03-04,2023-03-08
2294,CUST1124,PROD5041,Keyboard,Electronics,Accessories,Corporate,North,Bangalore,India,25690,3111,465,1,2023-12-14,2023-12-18
2295,CUST1060,PROD5008,Printer,Electronics,Office Machines,Home Office,South,Chennai,India,100218,20227,432,6,2023-02-01,2023-02-03
2296,CUST1074,PROD5027,Desk,Furniture,Office,Consumer,North,Delhi,India,171888,32507,350,4,2023-03-04,2023-03-08
2297,CUST1005,PROD5040,Pen,Stationery,Writing,Corporate,South,Delhi,India,108508,9224,122,4,2023-12-05,2023-12-12
2298,CUST1072,PROD5032,Pen,Stationery,Writing,Home Office,West,Delhi,India,519099,67899,153,7,2023-01-26,2023-01-28
2299,CUST1160,PROD5039,Pen,Stationery,Writing,Home Office,North,Delhi,India,109620,21549,127,2,2023-05-24,2023-05-30
2300,CUST1052,PROD5045,Chair,Furniture,Office,Home Office,East,Hyderabad,India,145100,34136,405,2,2023-09-24,2023-09-29
2301,CUST1140,PROD5007,Keyboard,Electronics,Accessories,Home Office,South,Hyderabad,India,117282,7835,81,2,2023-03-01,2023-03-06
2302,CUST1100,PROD5015,Printer,Electronics,Office Machines,Consumer,North,Hyderabad,India,108308,14899,160,4,2023-01-12,2023-01-15
2303,CUST1062,PROD5003,Mouse,Electronics,Accessories,Consumer,East,Hyderabad,India,83228,5803,164,2,2024-01-13,2024-01-20
2304,CUST1116,PROD5043,Laptop,Electronics,Computers,Corporate,West,Bangalore,India,393408,22023,299,6,2023-12-31,2024-01-07
2305,CUST1103,PROD5029,Desk,Furniture,Office,Corporate,North,Chennai,India,430087,34978,80,7,2023-10-23,2023-10-25
2306,CUST1185,PROD5004,Notebook,Stationery,Paper,Home Office,North,Delhi,India,128760,35428,88,8,2023-08-23,2023-08-29
2307,CUST1142,PROD5032,Pen,Stationery,Writing,Consumer,North,Chennai,India,396695,65501,428,5,2023-09-12,2023-09-19
2308,CUST1019,PROD5050,Chair,Furniture,Office,Home Office,South,Chennai,India,563040,113433,446,9,2024-01-25,2024-01-27
2309,CUST1024,PROD5045,Headset,Electronics,Audio,Consumer,North,Bangalore,India,188168,36231,197,8,2023-05-13,2023-05-16
2310,CUST1130,PROD5042,Monitor,Electronics,Displays,Consumer,West,Mumbai,India,47770,5288,484,5,2023-08-30,2023-09-02
2311,CUST1067,PROD5036,Notebook,Stationery,Paper,Consumer,North,Hyderabad,India,95264,24327,380,8,2023-08-15,2023-08-18
2312,CUST1136,PROD5022,Keyboard,Electronics,Accessories,Corporate,East,Hyderabad,India,107790,24919,382,10,2024-02-05,2024-02-08
2313,CUST1038,PROD5013,Monitor,Electronics,Displays,Home Office,South,Bangalore,India,269360,66609,440,10,2023-07-27,2023-08-02
2314,CUST1085,PROD5028,Desk,Furniture,Office,Consumer,West,Hyderabad,India,358239,93013,188,7,2023-01-15,2023-01-22
2315,CUST1098,PROD5001,Pen,Stationery,Writing,Home Office,West,Mumbai,India,34544,1807,220,2,2023-01-15,2023-01-20
2316,CUST1156,PROD5017,Chair,Furniture,Office,Home Office,East,Hyderabad,India,248956,24613,426,4,2023-02-25,2023-03-04
2317,CUST1092,PROD5047,Chair,Furniture,Office,Consumer,South,Chennai,India,34263,7862,79,1,2023-10-04,2023-10-08
2318,CUST1145,PROD5040,Headset,Electronics,Audio,Consumer,West,Bangalore,India,413244,88682,401,6,2023-01-26,2023-01-29
2319,CUST1133,PROD5014,Printer,Electronics,Office Machines,Consumer,North,Kolkata,India,234283,45027,362,7,2023-09-26,2023-10-02
2320,CUST1199,PROD5003,Printer,Electronics,Office Machines,Corporate,West,Chennai,India,385855,92817,93,5,2023-10-23,2023-10-30
2321,CUST1070,PROD5002,Notebook,Stationery,Paper,Corporate,South,Mumbai,India,220730,12024,222,10,2023-11-28,2023-12-02
2322,CUST1188,PROD5048,Printer,Electronics,Office Machines,Home Office,West,Bangalore,India,466158,25856,422,6,2023-08-11,2023-08-13
2323,CUST1142,PROD5006,Desk,Furniture,Office,Consumer,West,Mumbai,India,633465,32149,169,9,2023-07-21,2023-07-24
2324,CUST1115,PROD5008,Mouse,Electronics,Accessories,Home Office,East,Delhi,India,38935,5121,394,5,2023-06-01,2023-06-04
2325,CUST1082,PROD5020,Mouse,Electronics,Accessories,Consumer,North,Delhi,India,177496,23357,286,4,2023-07-27,2023-07-30
2326,CUST1069,PROD5034,Chair,Furniture,Office,Home Office,South,Bangalore,India,58943,9904,464,1,2023-09-18,2023-09-20
2327,CUST1151,PROD5021,Mouse,Electronics,Accessories,Corporate,South,Kolkata,India,17724,2991,427,1,2023-04-18,2023-04-23
2328,CUST1082,PROD5035,Monitor,Electronics,Displays,Home Office,East,Mumbai,India,298612,83729,372,4,2023-05-07,2023-05-13
2329,CUST1029,PROD5044,Desk,Furniture,Office,Corporate,North,Bangalore,India,751590,81138,192,10,2023-06-10,2023-06-13
2330,CUST1021,PROD5019,Chair,Furniture,Office,Consumer,North,Hyderabad,India,119777,10824,248,7,2023-03-23,2023-03-28
2331,CUST1043,PROD5006,Printer,Electronics,Office Machines,Corporate,East,Mumbai,India,234164,70231,394,7,2023-07-08,2023-07-10
2332,CUST1091,PROD5030,Keyboard,Electronics,Accessories,Consumer,South,Hyderabad,India,185865,12148,339,3,2023-11-09,2023-11-12
