Order ID,Customer ID,Product ID,Product Name,Category,Sub-Category,Segment,Region,City,Country,Sales,Profit,Shipping Cost,Quantity,Order Date,Ship Date
2333,CUST1128,PROD5028,Monitor,Electronics,Displays,Corporate,East,Kolkata,India,122130,14177,452,2,2023-08-20,2023-08-24
2334,CUST1142,PROD5026,Desk,Furniture,Office,Consumer,West,Hyderabad,India,646659,108118,363,9,2023-10-05,2023-10-10
2335,CUST1196,PROD5030,Headset,Electronics,Audio,Home Office,West,Bangalore,India,22309,1384,374,1,2023-03-24,2023-03-31
2336,CUST1066,PROD5040,Chair,Furniture,Office,Corporate,West,Hyderabad,India,621630,58448,252,9,2023-01-03,2023-01-10
2337,CUST1114,PROD5044,Notebook,Stationery,Paper,Corporate,South,Hyderabad,India,198918,22816,58,3,2023-08-13,2023-08-15
2338,CUST1035,PROD5006,Mouse,Electronics,Accessories,Home Office,South,Kolkata,India,37183,2550,72,1,2023-05-20,2023-05-25
2339,CUST1076,PROD5024,Chair,Furniture,Office,Consumer,West,Mumbai,India,19575,2333,491,5,2024-01-14,2024-01-18
2340,CUST1102,PROD5011,Desk,Furniture,Office,Home Office,East,Chennai,India,105000,9203,375,5,2023-09-07,2023-09-09
2341,CUST1104,PROD5011,Notebook,Stationery,Paper,Corporate,South,Chennai,India,21750,5894,427,1,2023-09-26,2023-09-30
2342,CUST1055,PROD5008,Laptop,Electronics,Computers,Corporate,North,Hyderabad,India,466056,93492,186,6,2023-08-24,2023-08-27
2343,CUST1110,PROD5017,Printer,Electronics,Office Machines,Home Office,East,Kolkata,India,452494,107130,450,7,2023-02-10,2023-02-17
2344,CUST1117,PROD5037,Headset,Electronics,Audio,Home Office,West,Mumbai,India,184584,45357,153,3,2023-06-24,2023-06-28
2345,CUST1136,PROD5009,Notebook,Stationery,Paper,Consumer,South,Hyderabad,India,169344,30314,68,9,2023-10-08,2023-10-12
2346,CUST1116,PROD5007,Keyboard,Electronics,Accessories,Consumer,East,Bangalore,India,55200,12276,280,5,2023-05-15,2023-05-21
2347,CUST1140,PROD5042,Pen,Stationery,Writing,Home Office,North,Bangalore,India,29556,5623,248,6,2023-03-08,2023-03-15
2348,CUST1187,PROD5017,Laptop,Electronics,Computers,Corporate,West,Chennai,India,9081,2586,212,1,2023-01-14,2023-01-16
2349,CUST1160,PROD5032,Pen,Stationery,Writing,Corporate,East,Mumbai,India,260120,36954,101,7,2023-08-31,2023-09-02
2350,CUST1005,PROD5024,Printer,Electronics,Office Machines,Consumer,East,Mumbai,India,18506,3927,481,1,2023-07-27,2023-07-29
2351,CUST1138,PROD5021,Desk,Furniture,Office,Home Office,East,Kolkata,India,493066,41074,314,7,2023-08-22,2023-08-24
2352,CUST1156,PROD5031,Headset,Electronics,Audio,Corporate,West,Mumbai,India,251944,20174,87,8,2023-01-25,2023-01-31
2353,CUST1057,PROD5024,Chair,Furniture,Office,Home Office,North,Delhi,India,153348,29379,146,6,2023-03-27,2023-04-03
2354,CUST1070,PROD5050,Notebook,Stationery,Paper,Home Office,South,Kolkata,India,86290,5458,126,5,2023-05-10,2023-05-14
2355,CUST1076,PROD5041,Monitor,Electronics,Displays,Consumer,South,Delhi,India,261600,63722,279,5,2024-01-18,2024-01-21
2356,CUST1180,PROD5043,Mouse,Electronics,Accessories,Consumer,West,Hyderabad,India,430074,100846,190,6,2023-03-19,2023-03-25
2357,CUST1153,PROD5043,Keyboard,Electronics,Accessories,Home Office,West,Bangalore,India,128172,30854,77,2,2023-06-06,2023-06-10
2358,CUST1007,PROD5036,Monitor,Electronics,Displays,Home Office,West,Kolkata,India,57523,6037,205,1,2023-12-19,2023-12-22
2359,CUST1084,PROD5017,Chair,Furniture,Office,Consumer,South,Kolkata,India,177394,50168,91,7,2023-11-13,2023-11-19
2360,CUST1123,PROD5033,Laptop,Electronics,Computers,Consumer,East,Delhi,India,81084,22144,364,2,2023-09-22,2023-09-28
2361,CUST1137,PROD5033,Chair,Furniture,Office,Corporate,West,Chennai,India,119235,30956,446,3,2023-01-02,2023-01-05
2362,CUST1011,PROD5012,Laptop,Electronics,Computers,Home Office,South,Bangalore,India,215334,22670,154,3,2023-06-17,2023-06-20
2363,CUST1154,PROD5014,Chair,Furniture,Office,Home Office,South,Kolkata,India,554295,79342,259,7,2023-09-25,2023-09-30
2364,CUST1024,PROD5034,Laptop,Electronics,Computers,Home Office,South,Kolkata,India,146520,37603,368,4,2023-12-26,2023-12-29
2365,CUST1053,PROD5011,Printer,Electronics,Office Machines,Home Office,North,Chennai,India,48352,3949,205,4,2023-09-10,2023-09-15
2366,CUST1066,PROD5031,Headset,Electronics,Audio,Corporate,North,Chennai,India,156172,15974,415,2,2023-10-03,2023-10-08
2367,CUST1190,PROD5004,Mouse,Electronics,Accessories,Home Office,South,Delhi,India,179898,40159,189,6,2023-02-07,2023-02-14
2368,CUST1082,PROD5006,Mouse,Electronics,Accessories,Corporate,North,Hyderabad,India,196170,56487,120,6,2023-06-30,2023-07-03
2369,CUST1161,PROD5034,Mouse,Electronics,Accessories,Home Office,North,Kolkata,India,446173,22985,193,7,2023-10-28,2023-11-04
2370,CUST1199,PROD5016,Desk,Furniture,Office,Consumer,West,Bangalore,India,349881,86504,437,7,2023-03-03,2023-03-09
2371,CUST1140,PROD5004,Pen,Stationery,Writing,Consumer,East,Kolkata,India,221391,64765,232,3,2024-01-22,2024-01-24
2372,CUST1001,PROD5022,Printer,Electronics,Office Machines,Home Office,North,Delhi,India,62198,16367,306,1,2024-01-10,2024-01-14
2373,CUST1014,PROD5028,Chair,Furniture,Office,Corporate,West,Delhi,India,52028,9062,124,4,2023-08-30,2023-09-04
2374,CUST1172,PROD5036,Laptop,Electronics,Computers,Consumer,South,Bangalore,India,34977,3774,78,3,2023-07-13,2023-07-17
2375,CUST1152,PROD5017,Pen,Stationery,Writing,Consumer,West,Hyderabad,India,78076,14078,52,4,2023-12-19,2023-12-24
2376,CUST1025,PROD5049,Mouse,Electronics,Accessories,Consumer,West,Delhi,India,281176,62438,338,8,2023-10-18,2023-10-24
2377,CUST1081,PROD5002,Monitor,Electronics,Displays,Corporate,East,Delhi,India,282114,43774,168,9,2023-07-02,2023-07-04
2378,CUST1188,PROD5018,Chair,Furniture,Office,Home Office,South,Mumbai,India,476712,41320,245,6,2023-06-14,2023-06-17
2379,CUST1157,PROD5032,Headset,Electronics,Audio,Consumer,South,Mumbai,India,243932,35435,358,4,2023-10-12,2023-10-18
2380,CUST1161,PROD5031,Keyboard,Electronics,Accessories,Corporate,East,Delhi,India,139464,41296,373,2,2023-06-23,2023-06-30
2381,CUST1064,PROD5034,Notebook,Stationery,Paper,Consumer,West,Bangalore,India,154945,10304,446,5,2023-04-13,2023-04-16
2382,CUST1185,PROD5050,Headset,Electronics,Audio,Corporate,East,Delhi,India,97734,5327,262,3,2024-01-26,2024-02-02
2383,CUST1083,PROD5018,Monitor,Electronics,Displays,Corporate,East,Chennai,India,59219,16541,398,1,2023-08-20,2023-08-22
2384,CUST1029,PROD5001,Keyboard,Electronics,Accessories,Home Office,East,Chennai,India,316030,61720,193,10,2023-05-04,2023-05-08
2385,CUST1194,PROD5013,Mouse,Electronics,Accessories,Consumer,East,Mumbai,India,203287,33337,76,7,2023-10-25,2023-10-27
2386,CUST1086,PROD5024,Pen,Stationery,Writing,Consumer,West,Mumbai,India,67796,12453,184,4,2023-08-20,2023-08-22
2387,CUST1193,PROD5012,Mouse,Electronics,Accessories,Corporate,West,Hyderabad,India,414710,106677,324,10,2023-11-07,2023-11-10
2388,CUST1186,PROD5018,Pen,Stationery,Writing,Corporate,South,Kolkata,India,157722,14017,179,6,2023-03-12,2023-03-18
2389,CUST1153,PROD5011,Mouse,Electronics,Accessories,Corporate,West,Mumbai,India,409504,79161,264,8,2023-09-05,2023-09-12
2390,CUST1169,PROD5032,Headset,Electronics,Audio,Corporate,East,Hyderabad,India,194976,45890,436,4,2023-07-03,2023-07-09
2391,CUST1037,PROD5039,Monitor,Electronics,Displays,Corporate,West,Bangalore,India,317676,83037,73,6,2023-05-04,2023-05-08
2392,CUST1113,PROD5025,Printer,Electronics,Office Machines,Consumer,East,Chennai,India,6633,992,399,9,2023-05-08,2023-05-11
2393,CUST1156,PROD5013,Laptop,Electronics,Computers,Corporate,South,Bangalore,India,657210,104097,188,10,2023-01-22,2023-01-27
2394,CUST1088,PROD5042,Chair,Furniture,Office,Consumer,East,Kolkata,India,713952,172820,281,9,2023-02-01,2023-02-05
2395,CUST1191,PROD5033,Chair,Furniture,Office,Consumer,South,Mumbai,India,540330,132772,219,7,2023-01-15,2023-01-18
2396,CUST1032,PROD5044,Pen,Stationery,Writing,Home Office,South,Mumbai,India,172656,47636,164,9,2023-08-18,2023-08-24
2397,CUST1009,PROD5039,Pen,Stationery,Writing,Home Office,South,Hyderabad,India,58016,7529,138,7,2023-03-30,2023-04-02
2398,CUST1027,PROD5012,Notebook,Stationery,Paper,Consumer,North,Bangalore,India,360856,30389,282,8,2023-01-03,2023-01-05
2399,CUST1085,PROD5048,Pen,Stationery,Writing,Home Office,South,Bangalore,India,315288,28665,311,9,2023-06-18,2023-06-20
2400,CUST1184,PROD5020,Desk,Furniture,Office,Corporate,East,Delhi,India,359424,86668,67,9,2023-03-12,2023-03-14
2401,CUST1074,PROD5033,Desk,Furniture,Office,Home Office,West,Mumbai,India,17160,2510,261,3,2023-12-03,2023-12-07
2402,CUST1128,PROD5016,Printer,Electronics,Office Machines,Home Office,West,Delhi,India,46764,6964,73,3,2023-08-24,2023-08-26
2403,CUST1168,PROD5027,Headset,Electronics,Audio,Home Office,South,Chennai,India,206672,16028,62,4,2023-04-12,2023-04-16
2404,CUST1144,PROD5012,Notebook,Stationery,Paper,Corporate,North,Bangalore,India,442100,74099,143,10,2024-01-01,2024-01-05
2405,CUST1025,PROD5042,Notebook,Stationery,Paper,Home Office,North,Mumbai,India,83396,9207,158,2,2023-12-01,2023-12-04
2406,CUST1163,PROD5035,Desk,Furniture,Office,Consumer,West,Mumbai,India,101660,15337,136,10,2023-03-22,2023-03-25
2407,CUST1121,PROD5019,Printer,Electronics,Office Machines,Home Office,East,Chennai,India,717030,95056,253,9,2023-01-10,2023-01-17
2408,CUST1087,PROD5027,Chair,Furniture,Office,Home Office,South,Kolkata,India,147294,11736,203,9,2023-10-28,2023-11-02
2409,CUST1109,PROD5009,Headset,Electronics,Audio,Consumer,North,Mumbai,India,259735,25941,490,7,2023-12-20,2023-12-27
2410,CUST1018,PROD5030,Headset,Electronics,Audio,Consumer,South,Bangalore,India,159390,40835,59,10,2023-04-15,2023-04-21
2411,CUST1015,PROD5028,Notebook,Stationery,Paper,Corporate,North,Kolkata,India,474966,32561,331,6,2023-11-06,2023-11-09
2412,CUST1013,PROD5011,Headset,Electronics,Audio,Consumer,East,Hyderabad,India,112490,29311,107,2,2023-11-27,2023-12-03
2413,CUST1086,PROD5036,Desk,Furniture,Office,Consumer,North,Delhi,India,193748,31339,492,4,2023-12-10,2023-12-17
2414,CUST1170,PROD5013,Keyboard,Electronics,Accessories,Consumer,West,Chennai,India,66920,10690,445,4,2023-10-10,2023-10-15
2415,CUST1048,PROD5040,Printer,Electronics,Office Machines,Corporate,South,Hyderabad,India,251832,56626,196,8,2023-10-02,2023-10-04
2416,CUST1060,PROD5007,Pen,Stationery,Writing,Corporate,East,Kolkata,India,444822,103251,467,7,2023-10-27,2023-10-29
2417,CUST1116,PROD5006,Laptop,Electronics,Computers,Home Office,East,Delhi,India,302925,55034,263,5,2023-01-05,2023-01-09
2418,CUST1153,PROD5004,Monitor,Electronics,Displays,Corporate,East,Mumbai,India,213444,14505,380,9,2023-06-20,2023-06-27
2419,CUST1010,PROD5026,Printer,Electronics,Office Machines,Corporate,East,Delhi,India,101660,9535,72,5,2023-12-13,2023-12-19
2420,CUST1077,PROD5045,Laptop,Electronics,Computers,Consumer,East,Delhi,India,211737,41173,428,3,2023-12-19,2023-12-22
2421,CUST1178,PROD5033,Notebook,Stationery,Paper,Home Office,East,Hyderabad,India,659601,83451,466,9,2023-04-21,2023-04-27
2422,CUST1179,PROD5017,Headset,Electronics,Audio,Consumer,South,Mumbai,India,788290,215604,337,10,2023-02-27,2023-03-04
2423,CUST1182,PROD5043,Mouse,Electronics,Accessories,Corporate,North,Bangalore,India,57638,13039,355,2,2023-03-28,2023-04-02
2424,CUST1107,PROD5040,Laptop,Electronics,Computers,Home Office,West,Chennai,India,639171,184665,434,9,2023-08-02,2023-08-06
2425,CUST1086,PROD5045,Chair,Furniture,Office,Consumer,East,Mumbai,India,416310,55714,195,6,2023-09-24,2023-09-27
2426,CUST1093,PROD5037,Printer,Electronics,Office Machines,Consumer,East,Mumbai,India,16475,3185,219,1,2023-10-19,2023-10-26
2427,CUST1166,PROD5006,Mouse,Electronics,Accessories,Consumer,West,Hyderabad,India,523530,46207,277,7,2024-01-07,2024-01-11
2428,CUST1057,PROD5022,Chair,Furniture,Office,Consumer,East,Bangalore,India,722860,210229,259,10,2023-02-19,2023-02-26
2429,CUST1151,PROD5030,Mouse,Electronics,Accessories,Consumer,East,Chennai,India,154138,22066,418,2,2023-10-30,2023-11-01
2430,CUST1097,PROD5039,Printer,Electronics,Office Machines,Home Office,North,Bangalore,India,215390,59057,174,7,2023-02-23,2023-02-26
2431,CUST1042,PROD5013,Mouse,Electronics,Accessories,Home Office,West,Bangalore,India,513100,46671,55,10,2023-03-28,2023-04-03
2432,CUST1174,PROD5049,Notebook,Stationery,Paper,Consumer,West,Bangalore,India,376524,56121,192,9,2023-11-25,2023-11-28
2433,CUST1012,PROD5039,Printer,Electronics,Office Machines,Home Office,East,Chennai,India,28392,1862,366,2,2023-11-15,2023-11-20
2434,CUST1071,PROD5017,Keyboard,Electronics,Accessories,Consumer,South,Hyderabad,India,320140,17898,341,10,2023-03-09,2023-03-16
2435,CUST1008,PROD5030,Keyboard,Electronics,Accessories,Consumer,East,Chennai,India,79692,20619,80,3,2023-10-17,2023-10-19
2436,CUST1141,PROD5045,Desk,Furniture,Office,Consumer,North,Hyderabad,India,534897,99957,76,9,2023-06-27,2023-06-29
2437,CUST1019,PROD5045,Laptop,Electronics,Computers,Consumer,West,Bangalore,India,54225,13144,75,3,2023-03-25,2023-03-30
2438,CUST1089,PROD5018,Headset,Electronics,Audio,Corporate,East,Kolkata,India,614944,34501,462,8,2023-09-29,2023-10-06
2439,CUST1039,PROD5043,Desk,Furniture,Office,Home Office,West,Bangalore,India,79017,9496,489,3,2023-01-21,2023-01-25
2440,CUST1109,PROD5030,Chair,Furniture,Office,Consumer,South,Delhi,India,86516,18950,173,2,2023-05-11,2023-05-14
2441,CUST1175,PROD5016,Pen,Stationery,Writing,Corporate,South,Chennai,India,300930,53990,283,10,2023-09-22,2023-09-24
2442,CUST1081,PROD5039,Monitor,Electronics,Displays,Corporate,East,Chennai,India,158532,8909,67,6,2023-10-15,2023-10-22
2443,CUST1184,PROD5050,Pen,Stationery,Writing,Home Office,South,Delhi,India,124320,27603,290,3,2023-08-15,2023-08-17
2444,CUST1133,PROD5030,Keyboard,Electronics,Accessories,Home Office,North,Bangalore,India,256128,34714,419,4,2023-08-10,2023-08-16
2445,CUST1150,PROD5033,Chair,Furniture,Office,Corporate,East,Kolkata,India,182856,35878,340,4,2023-08-10,2023-08-17
2446,CUST1200,PROD5041,Pen,Stationery,Writing,Home Office,West,Bangalore,India,221948,47815,157,4,2023-03-12,2023-03-14
2447,CUST1166,PROD5018,Keyboard,Electronics,Accessories,Consumer,East,Mumbai,India,49872,11623,236,8,2023-02-22,2023-03-01
2448,CUST1076,PROD5001,Mouse,Electronics,Accessories,Home Office,North,Hyderabad,India,426700,51254,457,10,2023-08-02,2023-08-08
2449,CUST1161,PROD5016,Chair,Furniture,Office,Corporate,South,Mumbai,India,421148,32816,223,7,2023-06-12,2023-06-14
2450,CUST1015,PROD5025,Desk,Furniture,Office,Home Office,East,Delhi,India,90776,6503,53,2,2023-11-21,2023-11-27
2451,CUST1011,PROD5019,Printer,Electronics,Office Machines,Consumer,North,Chennai,India,100232,13656,288,8,2023-11-19,2023-11-26
2452,CUST1172,PROD5003,Desk,Furniture,Office,Home Office,North,Hyderabad,India,217690,21439,256,5,2023-04-04,2023-04-10
2453,CUST1184,PROD5001,Printer,Electronics,Office Machines,Consumer,North,Mumbai,India,189546,23055,344,6,2023-02-08,2023-02-13
2454,CUST1085,PROD5015,Mouse,Electronics,Accessories,Home Office,North,Bangalore,India,400352,74855,50,8,2023-10-19,2023-10-21
2455,CUST1125,PROD5018,Printer,Electronics,Office Machines,Consumer,North,Bangalore,India,497360,93922,207,10,2023-06-10,2023-06-12
2456,CUST1105,PROD5050,Chair,Furniture,Office,Home Office,North,Delhi,India,73155,11056,147,3,2023-06-23,2023-06-30
2457,CUST1108,PROD5047,Mouse,Electronics,Accessories,Home Office,West,Chennai,India,433434,86135,106,6,2023-10-02,2023-10-06
2458,CUST1063,PROD5042,Mouse,Electronics,Accessories,Consumer,East,Kolkata,India,484590,133329,243,10,2023-02-18,2023-02-20
2459,CUST1180,PROD5017,Keyboard,Electronics,Accessories,Corporate,South,Mumbai,India,688788,197075,468,9,2023-07-07,2023-07-10
2460,CUST1089,PROD5027,Laptop,Electronics,Computers,Home Office,East,Mumbai,India,633942,68282,130,9,2023-08-05,2023-08-07
2461,CUST1180,PROD5049,Notebook,Stationery,Paper,Corporate,South,Bangalore,India,33527,4412,412,1,2023-11-13,2023-11-15
2462,CUST1059,PROD5017,Keyboard,Electronics,Accessories,Consumer,North,Bangalore,India,39688,11306,360,1,2023-12-12,2023-12-19
2463,CUST1024,PROD5025,Laptop,Electronics,Computers,Consumer,North,Kolkata,India,491706,123767,389,9,2023-12-14,2023-12-21
2464,CUST1060,PROD5038,Pen,Stationery,Writing,Consumer,East,Chennai,India,539840,143782,272,7,2023-03-01,2023-03-07
2465,CUST1020,PROD5009,Desk,Furniture,Office,Consumer,East,Delhi,India,85371,14878,269,3,2023-03-01,2023-03-03
2466,CUST1061,PROD5006,Printer,Electronics,Office Machines,Consumer,West,Delhi,India,578610,95002,150,10,2023-02-14,2023-02-19
2467,CUST1126,PROD5050,Laptop,Electronics,Computers,Consumer,South,Kolkata,India,8724,2311,244,1,2023-06-07,2023-06-09
2468,CUST1141,PROD5038,Monitor,Electronics,Displays,Home Office,North,Delhi,India,147364,33906,487,4,2023-10-01,2023-10-03
2469,CUST1054,PROD5004,Monitor,Electronics,Displays,Corporate,East,Kolkata,India,288590,53219,231,5,2023-07-11,2023-07-14
2470,CUST1037,PROD5034,Notebook,Stationery,Paper,Corporate,East,Bangalore,India,143722,10923,353,2,2023-09-15,2023-09-21
2471,CUST1081,PROD5027,Chair,Furniture,Office,Corporate,West,Mumbai,India,395658,40243,398,9,2023-05-20,2023-05-25
2472,CUST1183,PROD5009,Pen,Stationery,Writing,Consumer,South,Delhi,India,306288,23461,376,8,2023-09-03,2023-09-05
2473,CUST1125,PROD5009,Mouse,Electronics,Accessories,Corporate,East,Delhi,India,270336,77044,230,8,2023-03-09,2023-03-11
2474,CUST1117,PROD5008,Chair,Furniture,Office,Home Office,East,Chennai,India,459900,30610,406,7,2024-01-22,2024-01-25
2475,CUST1177,PROD5035,Monitor,Electronics,Displays,Corporate,North,Kolkata,India,21809,1445,258,1,2023-05-25,2023-05-31
2476,CUST1091,PROD5009,Desk,Furniture,Office,Home Office,East,Kolkata,India,39802,6503,183,1,2023-01-24,2023-01-30
2477,CUST1173,PROD5026,Printer,Electronics,Office Machines,Consumer,West,Mumbai,India,25074,1504,425,2,2023-11-24,2023-11-29
2478,CUST1066,PROD5014,Mouse,Electronics,Accessories,Home Office,South,Bangalore,India,319704,38405,116,6,2023-08-26,2023-08-30
2479,CUST1062,PROD5043,Mouse,Electronics,Accessories,Corporate,North,Mumbai,India,376825,34609,101,5,2023-03-22,2023-03-27
2480,CUST1147,PROD5017,Printer,Electronics,Office Machines,Consumer,South,Chennai,India,81592,20717,61,7,2023-12-29,2024-01-02
2481,CUST1078,PROD5030,Chair,Furniture,Office,Home Office,North,Bangalore,India,251910,69696,225,6,2023-04-03,2023-04-05
2482,CUST1182,PROD5020,Mouse,Electronics,Accessories,Consumer,West,Chennai,India,214895,59105,384,5,2023-06-26,2023-06-28
2483,CUST1086,PROD5029,Pen,Stationery,Writing,Consumer,West,Mumbai,India,27944,5197,400,4,2023-11-21,2023-11-23
2484,CUST1080,PROD5049,Desk,Furniture,Office,Home Office,South,Kolkata,India,216063,46547,231,9,2023-05-29,2023-06-05
2485,CUST1084,PROD5042,Headset,Electronics,Audio,Consumer,West,Mumbai,India,625770,72000,402,9,2024-01-27,2024-01-29
2486,CUST1143,PROD5038,Desk,Furniture,Office,Consumer,South,Kolkata,India,164934,24608,166,6,2023-09-04,2023-09-06
2487,CUST1094,PROD5007,Notebook,Stationery,Paper,Corporate,South,Mumbai,India,62950,8593,224,5,2023-03-11,2023-03-14
2488,CUST1036,PROD5043,Mouse,Electronics,Accessories,Corporate,North,Kolkata,India,391475,63352,370,7,2023-01-10,2023-01-14
2489,CUST1016,PROD5024,Desk,Furniture,Office,Consumer,North,Delhi,India,318633,89311,350,7,2024-01-26,2024-01-30
2490,CUST1014,PROD5049,Printer,Electronics,Office Machines,Corporate,West,Hyderabad,India,281457,16115,260,9,2023-11-23,2023-11-26
2491,CUST1040,PROD5019,Chair,Furniture,Office,Consumer,East,Delhi,India,301473,34045,113,9,2023-08-10,2023-08-12
2492,CUST1102,PROD5039,Headset,Electronics,Audio,Corporate,East,Mumbai,India,358497,60787,115,9,2023-04-18,2023-04-25
2493,CUST1183,PROD5001,Printer,Electronics,Office Machines,Corporate,North,Mumbai,India,48879,9847,134,3,2023-09-03,2023-09-08
2494,CUST1031,PROD5019,Headset,Electronics,Audio,Home Office,South,Chennai,India,188880,35397,55,5,2023-04-19,2023-04-24
2495,CUST1133,PROD5015,Headset,Electronics,Audio,Home Office,West,Bangalore,India,17020,2041,301,1,2023-03-09,2023-03-11
2496,CUST1053,PROD5030,Keyboard,Electronics,Accessories,Consumer,East,Mumbai,India,3800,1134,276,5,2023-02-05,2023-02-07
2497,CUST1102,PROD5025,Keyboard,Electronics,Accessories,Consumer,East,Delhi,India,459350,80423,431,10,2024-01-08,2024-01-14
2498,CUST1123,PROD5033,Notebook,Stationery,Paper,Consumer,East,Chennai,India,298605,45199,265,5,2023-06-01,2023-06-07
2499,CUST1040,PROD5045,Headset,Electronics,Audio,Consumer,East,Kolkata,India,124490,26672,430,5,2023-02-28,2023-03-02
2500,CUST1109,PROD5047,Monitor,Electronics,Displays,Consumer,East,Mumbai,India,37230,3407,403,6,2023-11-04,2023-11-09
